judge_count,concurrency,repeat_count,stage_a_throughput_mean,stage_a_throughput_sd,stage_a_speedup_vs_c1,stage_c_throughput_mean,stage_c_throughput_sd,stage_c_speedup_vs_c1,sequential_stage_throughput_mean,composed_workflow_p95_ms_mean,settlement_queue_p95_ms_mean,rgg_client_p95_ms_mean,stage_a_peak_memory_mib_sum_mean,stage_c_peak_memory_mib_sum_mean,settlement_mvcc_retries
3,1,3,0.11689951104405123,0.00030276344997520245,1.0,0.1590883822726719,0.00010103301558558695,1.0,0.06618937922898074,15098.928742667535,0.003987666180667778,100.53922766666666,579.4636666666667,580.9346666666667,0
3,8,3,0.9864330038875387,0.02009759860948515,8.43829880106018,0.34809423326026434,0.000947486992043443,2.188055647354833,0.24070759012611706,32569.87462466634,18502.15810233446,97.199591,777.154,701.399,0
3,16,3,4.046337410587788,0.01579902487714911,34.61380953991336,0.34703466124322996,0.0007365977924568448,2.1813953746064545,0.29449921907472604,53327.706814666184,43143.54214766596,96.87450833333332,890.2116666666667,758.6416666666668,0
4,1,3,0.11694785623883187,5.2737297113534574e-05,1.0,0.1588374541908286,0.0002485238899910993,1.0,0.06616244836743956,15133.199764661773,0.010854668895869205,98.74758466666667,862.3703333333333,780.0116666666667,0
4,8,3,0.9973521655751934,0.008348401009971512,8.52817826381009,0.3461128623533675,0.0009271341467702585,2.1790380871853103,0.2403520116972345,32554.199833340117,18607.085100004042,99.62250833333333,959.6610000000001,854.0589999999999,0
4,16,3,3.907815201707422,0.4612326109688625,33.4150221080312,0.34569563896640404,0.003187753683586861,2.17641135541673,0.29245283646590553,53582.98331166857,43600.66227633555,95.02680633333334,1073.5956666666668,916.6116666666667,0
