seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,ipfs_add,True,,30,1784132576020,149047,,True
2,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_post_task,True,,2487,1784132576050,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_post_allocation,True,,2508,1784132578537,0,,True
4,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_post_snapshot,True,,2465,1784132581045,0,,True
5,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_query_confirmation,True,,373,1784132583510,0,,True
6,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_vote_1,True,,2510,1784132583883,0,,True
7,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_vote_2,True,,2490,1784132586393,0,,True
8,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_settlement,True,,2532,1784132588883,0,,True
9,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,fabric_query_final,True,,1062,1784132591415,0,,True
10,e10-resource-c32-r3,e10-resource-c32-r3-warmup-0000,ipfs_verify,True,,7,1784132592477,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,e10-resource-c32-r3,e10-resource-c32-r3-task-0011,ipfs_add,True,,119,1784132592497,125609,,False
12,e10-resource-c32-r3,e10-resource-c32-r3-task-0009,ipfs_add,True,,148,1784132592494,100643,,False
13,e10-resource-c32-r3,e10-resource-c32-r3-task-0000,ipfs_add,True,,172,1784132592485,149047,,False
14,e10-resource-c32-r3,e10-resource-c32-r3-task-0008,ipfs_add,True,,181,1784132592493,125664,,False
15,e10-resource-c32-r3,e10-resource-c32-r3-task-0015,ipfs_add,True,,188,1784132592504,126519,,False
16,e10-resource-c32-r3,e10-resource-c32-r3-task-0010,ipfs_add,True,,218,1784132592495,125535,,False
17,e10-resource-c32-r3,e10-resource-c32-r3-task-0017,ipfs_add,True,,221,1784132592512,114439,,False
18,e10-resource-c32-r3,e10-resource-c32-r3-task-0012,ipfs_add,True,,253,1784132592498,128260,,False
19,e10-resource-c32-r3,e10-resource-c32-r3-task-0018,ipfs_add,True,,255,1784132592514,129894,,False
20,e10-resource-c32-r3,e10-resource-c32-r3-task-0013,ipfs_add,True,,286,1784132592500,151871,,False
21,e10-resource-c32-r3,e10-resource-c32-r3-task-0014,ipfs_add,True,,301,1784132592503,128097,,False
22,e10-resource-c32-r3,e10-resource-c32-r3-task-0016,ipfs_add,True,,318,1784132592508,142778,,False
23,e10-resource-c32-r3,e10-resource-c32-r3-task-0021,ipfs_add,True,,337,1784132592519,167835,,False
24,e10-resource-c32-r3,e10-resource-c32-r3-task-0001,ipfs_add,True,,399,1784132592486,234739,,False
25,e10-resource-c32-r3,e10-resource-c32-r3-task-0002,ipfs_add,True,,426,1784132592486,243506,,False
26,e10-resource-c32-r3,e10-resource-c32-r3-task-0007,ipfs_add,True,,451,1784132592492,208548,,False
27,e10-resource-c32-r3,e10-resource-c32-r3-task-0004,ipfs_add,True,,481,1784132592488,293643,,False
28,e10-resource-c32-r3,e10-resource-c32-r3-task-0003,ipfs_add,True,,504,1784132592487,227419,,False
29,e10-resource-c32-r3,e10-resource-c32-r3-task-0022,ipfs_add,True,,493,1784132592521,131198,,False
30,e10-resource-c32-r3,e10-resource-c32-r3-task-0019,ipfs_add,True,,520,1784132592516,120895,,False
31,e10-resource-c32-r3,e10-resource-c32-r3-task-0024,ipfs_add,True,,534,1784132592528,118546,,False
32,e10-resource-c32-r3,e10-resource-c32-r3-task-0006,ipfs_add,True,,594,1784132592490,252663,,False
33,e10-resource-c32-r3,e10-resource-c32-r3-task-0030,ipfs_add,True,,570,1784132592543,108995,,False
34,e10-resource-c32-r3,e10-resource-c32-r3-task-0023,ipfs_add,True,,612,1784132592526,123878,,False
