seq,task_id,op,success,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,ipfs_add,true,25,1783314024448,39654,,true
2,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,signed_posttask,true,3,1783314024473,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
3,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,signed_postallocation,true,1,1783314024476,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
4,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,signed_post_evalsnapshot,true,2,1783314024477,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
5,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,signed_vote1,true,1,1783314024479,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
6,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,signed_vote2,true,1,1783314024480,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
7,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,signed_settlement,true,1,1783314024481,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
8,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,signed_query_latest,true,0,1783314024482,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
9,e6-lifecycle-20260706T050024.434946972Z-c4-real-warmup-0000,ipfs_verify,true,8,1783314024482,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
10,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,ipfs_add,true,27,1783314024495,58021,,false
11,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,signed_posttask,true,3,1783314024522,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
12,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,signed_postallocation,true,2,1783314024525,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
13,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,signed_post_evalsnapshot,true,1,1783314024527,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
14,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,signed_vote1,true,2,1783314024528,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
15,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,signed_vote2,true,1,1783314024530,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
16,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,signed_settlement,true,2,1783314024531,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
17,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,signed_query_latest,true,0,1783314024533,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
18,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,ipfs_add,true,47,1783314024495,77556,,false
19,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0003,ipfs_verify,true,10,1783314024533,0,Qman4PT1kuVGxwNDTsgNQEGtUrP9gy1whM26U6x2TFK1Jd,false
20,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,signed_posttask,true,2,1783314024542,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
21,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,signed_postallocation,true,2,1783314024544,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
22,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,signed_post_evalsnapshot,true,1,1783314024546,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
23,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,signed_vote1,true,2,1783314024547,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
24,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,signed_vote2,true,2,1783314024549,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
25,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,signed_settlement,true,1,1783314024551,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
26,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,signed_query_latest,true,0,1783314024552,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
27,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,ipfs_add,true,64,1783314024495,28019,,false
28,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0007,ipfs_verify,true,7,1783314024552,0,QmX1ua37CCZ1G6m1qnvQvoVvUGPzsftARvGuMw7J7tkHXJ,false
29,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,signed_posttask,true,2,1783314024559,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
30,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,signed_postallocation,true,1,1783314024561,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
31,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,signed_post_evalsnapshot,true,2,1783314024562,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
32,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,signed_vote1,true,1,1783314024564,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
33,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,signed_vote2,true,2,1783314024565,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
34,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,signed_settlement,true,1,1783314024567,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
35,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,signed_query_latest,true,0,1783314024568,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
36,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0015,ipfs_verify,true,7,1783314024568,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
37,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,ipfs_add,true,59,1783314024543,74141,,false
38,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,signed_posttask,true,4,1783314024602,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
39,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,signed_postallocation,true,1,1783314024606,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
40,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,signed_post_evalsnapshot,true,1,1783314024607,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
41,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,signed_vote1,true,2,1783314024608,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
42,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,signed_vote2,true,2,1783314024610,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
43,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,signed_settlement,true,1,1783314024612,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
44,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,signed_query_latest,true,0,1783314024613,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
45,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,ipfs_add,true,60,1783314024559,54307,,false
46,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0005,ipfs_verify,true,8,1783314024613,0,QmZMZj2c8LJ74subzd1QDbsWc3DNxJRQDKDRUggo48vXon,false
47,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,signed_posttask,true,2,1783314024619,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
48,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,signed_postallocation,true,2,1783314024621,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
49,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,signed_post_evalsnapshot,true,2,1783314024623,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
50,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,signed_vote1,true,1,1783314024625,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
51,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,signed_vote2,true,2,1783314024626,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
52,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,signed_settlement,true,2,1783314024628,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
53,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,signed_query_latest,true,0,1783314024630,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
54,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0004,ipfs_verify,true,7,1783314024630,0,QmaFJmQDM8BbJLmz724x4wQyygfjnJ3Mt1yotqhSZF2EPG,false
55,e6-lifecycle-20260706T050024.434946972Z-c4-real-task-0000,ipfs_add,true,142,1783314024495,39654,,false
