run_id,pair_id,protocol,nodes,delay_ms,fault,repeat,driver_success_rate,client_latency_p50_ms,client_latency_p95_ms,client_latency_p99_ms,node_commit_completeness,final_protocol_messages_sent,final_protocol_bytes_sent,max_accepted_view,recovered_sequence_count,recovery_latency_p50_ms,safety_violation_events,conflicting_commit_count,invalid_view_change_events,invalid_new_view_events,reputation_order,group_map,group_leaders,l_gl,runtime_grouping_verified,peak_aggregate_memory_bytes,peak_aggregate_cpu_percent,peak_aggregate_network_bytes
b5-m24-d20-none-r6-rgg-groupingv2,b5-m24-d20-none-r6,rgg,24,20,none,6,1.0,181.082892,194.874007,194.874007,1.0,7460,4038115,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,401623470,211.48000000000005,22719000
b5-m24-d20-none-r6-pbft-groupingv2,b5-m24-d20-none-r6,pbft,24,20,none,6,1.0,142.177322,159.517548,159.517548,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,424869352,463.54000000000013,8452410
b5-m16-d5-none-r7-pbft-groupingv2,b5-m16-d5-none-r7,pbft,16,5,none,7,1.0,62.607941,76.964361,76.964361,1.0,9900,2826450,0,0,,0,0,0,0,,,,,False,280493026,478.21999999999997,7418000
b5-m16-d5-none-r7-rgg-groupingv2,b5-m16-d5-none-r7,rgg,16,5,none,7,1.0,68.696828,72.279498,72.279498,1.0,3780,2415169,0,0,,0,0,0,0,"10,8,1,9,0,4,15,6,13,7,2,11,12,14,5,3","{""0"": 0, ""1"": 2, ""10"": 0, ""11"": 3, ""12"": 0, ""13"": 0, ""14"": 1, ""15"": 2, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 2, ""6"": 3, ""7"": 1, ""8"": 1, ""9"": 3}","{""0"": 10, ""1"": 8, ""2"": 1, ""3"": 9}","[10, 8, 1, 9]",True,261711978,317.3,5760500
b5-m20-d5-none-r7-pbft-groupingv2,b5-m20-d5-none-r7,pbft,20,5,none,7,1.0,87.563821,98.220176,98.220176,1.0,15580,4449610,0,0,,0,0,0,0,,,,,False,343370880,518.32,7533156
b5-m20-d5-none-r7-rgg-groupingv2,b5-m20-d5-none-r7,rgg,20,5,none,7,1.0,73.081867,81.55406,81.55406,1.0,5460,3181408,0,0,,0,0,0,0,"2,10,13,11,5,1,16,0,9,17,12,6,18,14,3,8,19,7,15,4","{""0"": 3, ""1"": 1, ""10"": 1, ""11"": 3, ""12"": 2, ""13"": 2, ""14"": 1, ""15"": 2, ""16"": 2, ""17"": 1, ""18"": 0, ""19"": 0, ""2"": 0, ""3"": 2, ""4"": 3, ""5"": 0, ""6"": 3, ""7"": 1, ""8"": 3, ""9"": 0}","{""0"": 2, ""1"": 10, ""2"": 13, ""3"": 11}","[2, 10, 13, 11]",True,322809352,326.54,5188419
b5-m24-d5-none-r7-pbft-groupingv2,b5-m24-d5-none-r7,pbft,24,5,none,7,1.0,108.005071,144.339853,144.339853,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,420705459,489.5300000000001,8215390
b5-m24-d5-none-r7-rgg-groupingv2,b5-m24-d5-none-r7,rgg,24,5,none,7,1.0,81.827518,86.974162,86.974162,1.0,7460,4037902,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,391982861,350.44999999999993,5685670
b5-m24-d0-none-r7-pbft-groupingv2,b5-m24-d0-none-r7,pbft,24,0,none,7,1.0,94.892989,107.555239,107.555239,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,422796315,470.84,9049460
b5-m24-d0-none-r7-rgg-groupingv2,b5-m24-d0-none-r7,rgg,24,0,none,7,1.0,63.476555,69.206054,69.206054,1.0,7460,4037976,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,388984984,330.71999999999997,6282560
b5-m24-d20-none-r7-pbft-groupingv2,b5-m24-d20-none-r7,pbft,24,20,none,7,1.0,145.309422,159.704283,159.704283,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,422483843,409.92,7531780
b5-m24-d20-none-r7-rgg-groupingv2,b5-m24-d20-none-r7,rgg,24,20,none,7,1.0,179.627196,192.595238,192.595238,1.0,7460,4038092,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,401748251,211.71,22816000
b5-m16-d5-none-r8-rgg-groupingv2,b5-m16-d5-none-r8,rgg,16,5,none,8,1.0,68.982418,74.924996,74.924996,1.0,3780,2415178,0,0,,0,0,0,0,"10,8,1,9,0,4,15,6,13,7,2,11,12,14,5,3","{""0"": 0, ""1"": 2, ""10"": 0, ""11"": 3, ""12"": 0, ""13"": 0, ""14"": 1, ""15"": 2, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 2, ""6"": 3, ""7"": 1, ""8"": 1, ""9"": 3}","{""0"": 10, ""1"": 8, ""2"": 1, ""3"": 9}","[10, 8, 1, 9]",True,263028989,318.72999999999996,5108780
b5-m16-d5-none-r8-pbft-groupingv2,b5-m16-d5-none-r8,pbft,16,5,none,8,1.0,61.262071,71.76277,71.76277,1.0,9900,2826450,0,0,,0,0,0,0,,,,,False,280113439,463.31,7429300
b5-m20-d5-none-r8-rgg-groupingv2,b5-m20-d5-none-r8,rgg,20,5,none,8,1.0,72.77917,81.728069,81.728069,1.0,5460,3181389,0,0,,0,0,0,0,"2,10,13,11,5,1,16,0,9,17,12,6,18,14,3,8,19,7,15,4","{""0"": 3, ""1"": 1, ""10"": 1, ""11"": 3, ""12"": 2, ""13"": 2, ""14"": 1, ""15"": 2, ""16"": 2, ""17"": 1, ""18"": 0, ""19"": 0, ""2"": 0, ""3"": 2, ""4"": 3, ""5"": 0, ""6"": 3, ""7"": 1, ""8"": 3, ""9"": 0}","{""0"": 2, ""1"": 10, ""2"": 13, ""3"": 11}","[2, 10, 13, 11]",True,322867025,327.67,4977366
b5-m20-d5-none-r8-pbft-groupingv2,b5-m20-d5-none-r8,pbft,20,5,none,8,1.0,86.28466,105.370672,105.370672,1.0,15580,4449610,0,0,,0,0,0,0,,,,,False,347479202,509.03000000000003,7490345
b5-m24-d5-none-r8-rgg-groupingv2,b5-m24-d5-none-r8,rgg,24,5,none,8,1.0,81.983705,86.773469,86.773469,1.0,7460,4037924,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,392091915,326.40000000000003,5915490
b5-m24-d5-none-r8-pbft-groupingv2,b5-m24-d5-none-r8,pbft,24,5,none,8,1.0,110.814194,134.326145,134.326145,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,429146492,526.22,8921920
b5-m24-d0-none-r8-rgg-groupingv2,b5-m24-d0-none-r8,rgg,24,0,none,8,1.0,62.372747,70.769516,70.769516,1.0,7460,4037881,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,390773849,332.00000000000006,6099910
b5-m24-d0-none-r8-pbft-groupingv2,b5-m24-d0-none-r8,pbft,24,0,none,8,1.0,92.914366,106.544526,106.544526,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,419026687,471.77000000000004,9033660
b5-m24-d20-none-r8-rgg-groupingv2,b5-m24-d20-none-r8,rgg,24,20,none,8,1.0,180.060627,193.164235,193.164235,1.0,7460,4037999,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,402334406,210.22000000000003,22723000
b5-m24-d20-none-r8-pbft-groupingv2,b5-m24-d20-none-r8,pbft,24,20,none,8,1.0,144.75176,153.185068,153.185068,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,420481058,493.4100000000001,7733430
b5-m16-d5-none-r9-pbft-groupingv2,b5-m16-d5-none-r9,pbft,16,5,none,9,1.0,63.77524,77.107378,77.107378,1.0,9900,2826450,0,0,,0,0,0,0,,,,,False,284704103,484.1799999999999,7755300
b5-m16-d5-none-r9-rgg-groupingv2,b5-m16-d5-none-r9,rgg,16,5,none,9,1.0,69.612343,74.545259,74.545259,1.0,3780,2415166,0,0,,0,0,0,0,"10,8,1,9,0,4,15,6,13,7,2,11,12,14,5,3","{""0"": 0, ""1"": 2, ""10"": 0, ""11"": 3, ""12"": 0, ""13"": 0, ""14"": 1, ""15"": 2, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 2, ""6"": 3, ""7"": 1, ""8"": 1, ""9"": 3}","{""0"": 10, ""1"": 8, ""2"": 1, ""3"": 9}","[10, 8, 1, 9]",True,264224367,290.56999999999994,5158200
b5-m20-d5-none-r9-pbft-groupingv2,b5-m20-d5-none-r9,pbft,20,5,none,9,1.0,83.596257,103.046866,103.046866,1.0,15580,4449610,0,0,,0,0,0,0,,,,,False,346304796,544.33,7732610
b5-m20-d5-none-r9-rgg-groupingv2,b5-m20-d5-none-r9,rgg,20,5,none,9,1.0,71.696741,80.721144,80.721144,1.0,5460,3181406,0,0,,0,0,0,0,"2,10,13,11,5,1,16,0,9,17,12,6,18,14,3,8,19,7,15,4","{""0"": 3, ""1"": 1, ""10"": 1, ""11"": 3, ""12"": 2, ""13"": 2, ""14"": 1, ""15"": 2, ""16"": 2, ""17"": 1, ""18"": 0, ""19"": 0, ""2"": 0, ""3"": 2, ""4"": 3, ""5"": 0, ""6"": 3, ""7"": 1, ""8"": 3, ""9"": 0}","{""0"": 2, ""1"": 10, ""2"": 13, ""3"": 11}","[2, 10, 13, 11]",True,323911408,333.22999999999996,5316858
b5-m24-d5-none-r9-pbft-groupingv2,b5-m24-d5-none-r9,pbft,24,5,none,9,1.0,110.671849,150.221809,150.221809,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,426065776,481.3500000000001,9330630
b5-m24-d5-none-r9-rgg-groupingv2,b5-m24-d5-none-r9,rgg,24,5,none,9,1.0,81.935435,91.9939,91.9939,1.0,7460,4037932,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,390785391,338.37999999999994,5259179
b5-m24-d0-none-r9-pbft-groupingv2,b5-m24-d0-none-r9,pbft,24,0,none,9,1.0,92.982796,113.300529,113.300529,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,424610353,490.78000000000003,9716170
b5-m24-d0-none-r9-rgg-groupingv2,b5-m24-d0-none-r9,rgg,24,0,none,9,1.0,60.081475,74.129155,74.129155,1.0,7460,4038169,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,387944796,352.9,6607170
b5-m24-d20-none-r9-pbft-groupingv2,b5-m24-d20-none-r9,pbft,24,20,none,9,1.0,145.811503,172.811162,172.811162,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,420233597,451.87,7754230
b5-m24-d20-none-r9-rgg-groupingv2,b5-m24-d20-none-r9,rgg,24,20,none,9,1.0,176.309695,189.293644,189.293644,1.0,7460,4038017,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,402083799,193.44000000000003,22663000
b5-m16-d5-none-r10-rgg-groupingv2,b5-m16-d5-none-r10,rgg,16,5,none,10,1.0,68.447783,73.557372,73.557372,1.0,3780,2415149,0,0,,0,0,0,0,"10,8,1,9,0,4,15,6,13,7,2,11,12,14,5,3","{""0"": 0, ""1"": 2, ""10"": 0, ""11"": 3, ""12"": 0, ""13"": 0, ""14"": 1, ""15"": 2, ""2"": 2, ""3"": 3, ""4"": 1, ""5"": 2, ""6"": 3, ""7"": 1, ""8"": 1, ""9"": 3}","{""0"": 10, ""1"": 8, ""2"": 1, ""3"": 9}","[10, 8, 1, 9]",True,263557470,304.08000000000004,5622600
b5-m16-d5-none-r10-pbft-groupingv2,b5-m16-d5-none-r10,pbft,16,5,none,10,1.0,61.917673,75.125855,75.125855,1.0,9900,2826450,0,0,,0,0,0,0,,,,,False,287223834,475.20000000000005,7728500
b5-m20-d5-none-r10-rgg-groupingv2,b5-m20-d5-none-r10,rgg,20,5,none,10,1.0,73.283499,76.496863,76.496863,1.0,5460,3181422,0,0,,0,0,0,0,"2,10,13,11,5,1,16,0,9,17,12,6,18,14,3,8,19,7,15,4","{""0"": 3, ""1"": 1, ""10"": 1, ""11"": 3, ""12"": 2, ""13"": 2, ""14"": 1, ""15"": 2, ""16"": 2, ""17"": 1, ""18"": 0, ""19"": 0, ""2"": 0, ""3"": 2, ""4"": 3, ""5"": 0, ""6"": 3, ""7"": 1, ""8"": 3, ""9"": 0}","{""0"": 2, ""1"": 10, ""2"": 13, ""3"": 11}","[2, 10, 13, 11]",True,327234345,371.82,5706939
b5-m20-d5-none-r10-pbft-groupingv2,b5-m20-d5-none-r10,pbft,20,5,none,10,1.0,81.876841,96.317258,96.317258,1.0,15580,4449610,0,0,,0,0,0,0,,,,,False,351877978,581.21,8472710
b5-m24-d5-none-r10-rgg-groupingv2,b5-m24-d5-none-r10,rgg,24,5,none,10,1.0,80.112975,88.771031,88.771031,1.0,7460,4037721,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,389643491,322.49,5749400
b5-m24-d5-none-r10-pbft-groupingv2,b5-m24-d5-none-r10,pbft,24,5,none,10,1.0,107.071945,124.4954,124.4954,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,422561435,481.53,8340670
b5-m24-d0-none-r10-rgg-groupingv2,b5-m24-d0-none-r10,rgg,24,0,none,10,1.0,57.759416,65.240186,65.240186,1.0,7460,4039103,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,387678456,287.15,5655400
b5-m24-d0-none-r10-pbft-groupingv2,b5-m24-d0-none-r10,pbft,24,0,none,10,1.0,85.938161,100.709757,100.709757,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,418475135,480.14999999999986,8800970
b5-m24-d20-none-r10-rgg-groupingv2,b5-m24-d20-none-r10,rgg,24,20,none,10,1.0,179.204703,187.241526,187.241526,1.0,7460,4038299,0,0,,0,0,0,0,"17,2,16,15,8,14,1,18,23,22,7,12,9,5,13,6,20,3,19,21,11,0,10,4","{""0"": 1, ""1"": 2, ""10"": 2, ""11"": 0, ""12"": 3, ""13"": 2, ""14"": 1, ""15"": 3, ""16"": 2, ""17"": 0, ""18"": 3, ""19"": 2, ""2"": 1, ""20"": 0, ""21"": 3, ""22"": 1, ""23"": 0, ""3"": 1, ""4"": 3, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 0}","{""0"": 17, ""1"": 2, ""2"": 16, ""3"": 15}","[17, 2, 16, 15]",True,401611937,206.31000000000003,22914000
b5-m24-d20-none-r10-pbft-groupingv2,b5-m24-d20-none-r10,pbft,24,20,none,10,1.0,140.888885,158.778431,158.778431,1.0,22540,6438850,0,0,,0,0,0,0,,,,,False,420537684,515.32,8324490
