seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,ipfs_add,True,,25,1784132110513,149047,,True
2,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_post_task,True,,2673,1784132110538,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_post_allocation,True,,2526,1784132113211,0,,True
4,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_post_snapshot,True,,2529,1784132115737,0,,True
5,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_query_confirmation,True,,404,1784132118266,0,,True
6,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_vote_1,True,,2572,1784132118670,0,,True
7,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_vote_2,True,,2535,1784132121242,0,,True
8,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_settlement,True,,2585,1784132123777,0,,True
9,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,fabric_query_final,True,,1322,1784132126362,0,,True
10,e10-resource-c16-r2,e10-resource-c16-r2-warmup-0000,ipfs_verify,True,,7,1784132127684,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,e10-resource-c16-r2,e10-resource-c16-r2-task-0009,ipfs_add,True,,88,1784132127706,100643,,False
12,e10-resource-c16-r2,e10-resource-c16-r2-task-0000,ipfs_add,True,,116,1784132127692,149047,,False
13,e10-resource-c16-r2,e10-resource-c16-r2-task-0012,ipfs_add,True,,116,1784132127711,128260,,False
14,e10-resource-c16-r2,e10-resource-c16-r2-task-0011,ipfs_add,True,,133,1784132127712,125609,,False
15,e10-resource-c16-r2,e10-resource-c16-r2-task-0014,ipfs_add,True,,148,1784132127714,128097,,False
16,e10-resource-c16-r2,e10-resource-c16-r2-task-0008,ipfs_add,True,,175,1784132127705,125664,,False
17,e10-resource-c16-r2,e10-resource-c16-r2-task-0010,ipfs_add,True,,192,1784132127708,125535,,False
18,e10-resource-c16-r2,e10-resource-c16-r2-task-0015,ipfs_add,True,,201,1784132127718,126519,,False
19,e10-resource-c16-r2,e10-resource-c16-r2-task-0013,ipfs_add,True,,227,1784132127710,151871,,False
20,e10-resource-c16-r2,e10-resource-c16-r2-task-0003,ipfs_add,True,,261,1784132127695,227419,,False
21,e10-resource-c16-r2,e10-resource-c16-r2-task-0002,ipfs_add,True,,280,1784132127694,243506,,False
22,e10-resource-c16-r2,e10-resource-c16-r2-task-0007,ipfs_add,True,,296,1784132127704,208548,,False
23,e10-resource-c16-r2,e10-resource-c16-r2-task-0001,ipfs_add,True,,364,1784132127693,234739,,False
24,e10-resource-c16-r2,e10-resource-c16-r2-task-0005,ipfs_add,True,,386,1784132127697,243938,,False
25,e10-resource-c16-r2,e10-resource-c16-r2-task-0004,ipfs_add,True,,414,1784132127696,293643,,False
26,e10-resource-c16-r2,e10-resource-c16-r2-task-0006,ipfs_add,True,,447,1784132127700,252663,,False
27,e10-resource-c16-r2,e10-resource-c16-r2-task-0001,fabric_post_task,True,,562,1784132128057,234739,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
28,e10-resource-c16-r2,e10-resource-c16-r2-task-0003,fabric_post_task,True,,665,1784132127957,227419,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
29,e10-resource-c16-r2,e10-resource-c16-r2-task-0013,fabric_post_task,True,,685,1784132127937,151871,QmNRgTfuNkzSkqGTAY9EcXMRjjYdFxgz2w2aGjfqaVVpfH,False
30,e10-resource-c16-r2,e10-resource-c16-r2-task-0014,fabric_post_task,True,,761,1784132127863,128097,QmWMGWGSJSvWG7tjbL6BYNhrhZ8ZnLpwhf4nt56Sso3y2t,False
31,e10-resource-c16-r2,e10-resource-c16-r2-task-0007,fabric_post_task,True,,625,1784132128000,208548,QmV6SPe4ZAJ1dkdfdsHfBRkoRm4Ajq8ATPTEyByLbxJSnX,False
32,e10-resource-c16-r2,e10-resource-c16-r2-task-0008,fabric_post_task,True,,747,1784132127880,125664,QmctbwpW2kxqcQhGGdzmH4uo5n3tYJGfu13qpeDrXZRiii,False
33,e10-resource-c16-r2,e10-resource-c16-r2-task-0002,fabric_post_task,True,,653,1784132127975,243506,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
34,e10-resource-c16-r2,e10-resource-c16-r2-task-0012,fabric_post_task,True,,802,1784132127827,128260,QmYrJvdcnignaiN2UAt51vtqvmsQcMZrxiujbuHJZDprUU,False
35,e10-resource-c16-r2,e10-resource-c16-r2-task-0010,fabric_post_task,True,,730,1784132127900,125535,QmNfQ8SHKYarJCLeUyLykV2FdwKZ55b4bPhBedRxjc24Ek,False
36,e10-resource-c16-r2,e10-resource-c16-r2-task-0005,fabric_post_task,True,,548,1784132128083,243938,QmbhenpmX42tDu32tHki9hDD4g4UQfD84SWxsxuPQVG3k2,False
37,e10-resource-c16-r2,e10-resource-c16-r2-task-0012,fabric_post_allocation,True,,654,1784132128629,0,,False
38,e10-resource-c16-r2,e10-resource-c16-r2-task-0000,fabric_post_task,True,,1477,1784132127808,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
39,e10-resource-c16-r2,e10-resource-c16-r2-task-0006,fabric_post_task,True,,1139,1784132128147,252663,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,False
40,e10-resource-c16-r2,e10-resource-c16-r2-task-0010,fabric_post_allocation,True,,658,1784132128630,0,,False
