scenario,strategy,count,honest_p,byz_exploit_p,obs_error_p,cold_start_exclusion_rate,post_exposure_miss_rate,mean_post_exposure_first_exclusion_delay,p50_post_exposure_first_exclusion_delay,p95_post_exposure_first_exclusion_delay,mean_stable_h3_delay,stable_h3_miss_rate,mean_stable_h5_delay,stable_h5_miss_rate,mean_post_attack_miss_rate,mean_re_entry_count,mean_honest_demotion_rate,mean_byzantine_leader_rounds
P_T1_h098_b080_e05,sliding-w-10,100,0.98,0.8,0.05,0.02,0.0,3.9183673469387754,1,13,3.933673469387755,0.0,3.933673469387755,0.0,0.16694736842105265,3.27,0.4480230647540705,20.6
P_T1_h098_b080_e05,sliding-w-20,100,0.98,0.8,0.05,0.045,0.0,3.5968586387434556,1,12,3.712041884816754,0.0,3.7329842931937174,0.0,0.07536842105263158,0.97,0.4629775780430072,11.9
P_T1_h098_b080_e05,sliding-w-5,100,0.98,0.8,0.05,0.0,0.0,2.515,1,9,2.795,0.0,3.235,0.0,0.4651578947368421,11.34,0.38935343287238555,48.93
P_T2_h095_b020_e00,cumulative,100,0.95,0.2,0.0,0.045,0.0,0.14136125654450263,0,1,0.16753926701570682,0.0,0.16753926701570682,0.0,0.0035000000000000005,0.02,0.4257501404958617,16.64
P_T2_h095_b020_e00,decay-90,100,0.95,0.2,0.0,0.045,0.0,0.06282722513089005,0,1,0.06282722513089005,0.0,0.06282722513089005,0.0,0.0015000000000000002,0.0,0.44919429849809084,16.26
P_T2_h095_b020_e00,decay-95,100,0.95,0.2,0.0,0.045,0.0,0.06282722513089005,0,1,0.06282722513089005,0.0,0.06282722513089005,0.0,0.0015000000000000002,0.0,0.44917173788599357,16.26
P_T2_h095_b020_e00,decay-99,100,0.95,0.2,0.0,0.045,0.0,0.06282722513089005,0,1,0.06282722513089005,0.0,0.06282722513089005,0.0,0.0015000000000000002,0.0,0.4406252335243216,16.26
P_T2_h095_b020_e00,sliding-w-10,100,0.95,0.2,0.0,0.015,0.0,0.15228426395939088,0,1,0.15228426395939088,0.0,0.15228426395939088,0.0,0.0036250000000000006,0.0,0.4629402633746372,17.87
P_T2_h095_b020_e00,sliding-w-20,100,0.95,0.2,0.0,0.045,0.0,0.1256544502617801,0,1,0.14659685863874344,0.0,0.14659685863874344,0.0,0.003125,0.02,0.46516188752160287,16.61
P_T2_h095_b020_e00,sliding-w-5,100,0.95,0.2,0.0,0.0,0.0,0.18,0,1,0.18,0.0,0.18,0.0,0.004750000000000001,0.03,0.45633864216315684,19.25
P_T2_h095_b020_e02,cumulative,100,0.95,0.2,0.02,0.08,0.0,0.30434782608695654,0,2,0.31521739130434784,0.0,0.31521739130434784,0.0,0.006750000000000001,0.01,0.43308491809294236,16.32
P_T2_h095_b020_e02,decay-90,100,0.95,0.2,0.02,0.08,0.0,0.07608695652173914,0,1,0.07608695652173914,0.0,0.07608695652173914,0.0,0.0017500000000000003,0.0,0.46228229627271816,15.27
P_T2_h095_b020_e02,decay-95,100,0.95,0.2,0.02,0.08,0.0,0.07608695652173914,0,1,0.07608695652173914,0.0,0.07608695652173914,0.0,0.0017500000000000003,0.0,0.46125176122906203,15.26
P_T2_h095_b020_e02,decay-99,100,0.95,0.2,0.02,0.08,0.0,0.07608695652173914,0,1,0.07608695652173914,0.0,0.07608695652173914,0.0,0.0017500000000000003,0.0,0.4486615963479929,15.25
P_T2_h095_b020_e02,sliding-w-10,100,0.95,0.2,0.02,0.015,0.0,0.17258883248730963,0,1,0.17258883248730963,0.0,0.17258883248730963,0.0,0.00425,0.0,0.4710280708496525,16.84
P_T2_h095_b020_e02,sliding-w-20,100,0.95,0.2,0.02,0.075,0.0,0.32432432432432434,0,2,0.33513513513513515,0.0,0.33513513513513515,0.0,0.007000000000000001,0.01,0.47069690645534984,16.34
P_T2_h095_b020_e02,sliding-w-5,100,0.95,0.2,0.02,0.0,0.0,0.195,0,1,0.215,0.0,0.215,0.0,0.0063750000000000005,0.11,0.463626401793322,18.99
P_T2_h095_b020_e05,cumulative,100,0.95,0.2,0.05,0.07,0.0,0.3870967741935484,0,2,0.41397849462365593,0.0,0.41397849462365593,0.0,0.008875000000000001,0.02,0.43641716910253414,16.56
P_T2_h095_b020_e05,decay-90,100,0.95,0.2,0.05,0.06,0.0,0.09042553191489362,0,1,0.10638297872340426,0.0,0.10638297872340426,0.0,0.002125,0.01,0.4706289336979965,14.4
P_T2_h095_b020_e05,decay-95,100,0.95,0.2,0.05,0.06,0.0,0.12234042553191489,0,1,0.13829787234042554,0.0,0.13829787234042554,0.0,0.0028750000000000004,0.01,0.46785164450275607,14.46
P_T2_h095_b020_e05,decay-99,100,0.95,0.2,0.05,0.065,0.0,0.11764705882352941,0,1,0.13368983957219252,0.0,0.13368983957219252,0.0,0.0027500000000000003,0.01,0.45650908258860406,14.45
P_T2_h095_b020_e05,sliding-w-10,100,0.95,0.2,0.05,0.03,0.0,0.22164948453608246,0,1,0.22164948453608246,0.0,0.22164948453608246,0.0,0.005,0.0,0.47441600032170844,16.34
P_T2_h095_b020_e05,sliding-w-20,100,0.95,0.2,0.05,0.06,0.0,0.3776595744680851,0,2,0.4095744680851064,0.0,0.4095744680851064,0.0,0.008875000000000001,0.02,0.47019189766540387,16.56
P_T2_h095_b020_e05,sliding-w-5,100,0.95,0.2,0.05,0.0,0.0,0.2,0,1,0.245,0.0,0.245,0.0,0.006,0.11,0.4691613106338072,18.47
P_T2_h095_b050_e00,cumulative,100,0.95,0.5,0.0,0.04,0.0,0.5677083333333334,0,3,0.5885416666666666,0.0,0.609375,0.0,0.0125,0.02,0.4248022092949825,17.03
P_T2_h095_b050_e00,decay-90,100,0.95,0.5,0.0,0.04,0.0,0.3020833333333333,0,2,0.3020833333333333,0.0,0.3020833333333333,0.0,0.006625000000000001,0.0,0.4526401630414996,16.39
P_T2_h095_b050_e00,decay-95,100,0.95,0.5,0.0,0.04,0.0,0.3020833333333333,0,2,0.3020833333333333,0.0,0.3020833333333333,0.0,0.006625000000000001,0.0,0.45228092641049983,16.39
P_T2_h095_b050_e00,decay-99,100,0.95,0.5,0.0,0.04,0.0,0.3020833333333333,0,2,0.3020833333333333,0.0,0.3020833333333333,0.0,0.006625000000000001,0.0,0.44193420589807386,16.39
P_T2_h095_b050_e00,sliding-w-10,100,0.95,0.5,0.0,0.005,0.0,0.5678391959798995,0,3,0.6180904522613065,0.0,0.6180904522613065,0.0,0.0155,0.11,0.46282498135937034,18.57
P_T2_h095_b050_e00,sliding-w-20,100,0.95,0.5,0.0,0.035,0.0,0.5284974093264249,0,3,0.5647668393782384,0.0,0.5854922279792746,0.0,0.012,0.03,0.4674391447351268,16.99
P_T2_h095_b050_e00,sliding-w-5,100,0.95,0.5,0.0,0.0,0.0,0.745,0,3,0.77,0.0,0.82,0.0,0.066875,2.19,0.433559417592315,24.21
P_T2_h095_b050_e02,cumulative,100,0.95,0.5,0.02,0.055,0.0,0.544973544973545,0,3,0.708994708994709,0.0,0.7354497354497355,0.0,0.014875000000000001,0.1,0.42824031427129283,16.54
P_T2_h095_b050_e02,decay-90,100,0.95,0.5,0.02,0.045,0.0,0.2198952879581152,0,2,0.24607329842931938,0.0,0.27225130890052357,0.0,0.005625,0.02,0.4620045771372506,14.98
P_T2_h095_b050_e02,decay-95,100,0.95,0.5,0.02,0.045,0.0,0.2198952879581152,0,2,0.24607329842931938,0.0,0.29842931937172773,0.0,0.005875,0.03,0.4601230287025717,15.01
P_T2_h095_b050_e02,decay-99,100,0.95,0.5,0.02,0.05,0.0,0.20526315789473684,0,1,0.23157894736842105,0.0,0.28421052631578947,0.0,0.0055000000000000005,0.03,0.44657075455644446,14.96
P_T2_h095_b050_e02,sliding-w-10,100,0.95,0.5,0.02,0.01,0.0,0.41414141414141414,0,3,0.5252525252525253,0.0,0.5707070707070707,0.0,0.013125,0.17,0.46771876863519773,17.22
P_T2_h095_b050_e02,sliding-w-20,100,0.95,0.5,0.02,0.04,0.0,0.484375,0,3,0.59375,0.0,0.6875,0.0,0.013500000000000002,0.1,0.4689636897763293,16.43
P_T2_h095_b050_e02,sliding-w-5,100,0.95,0.5,0.02,0.0,0.0,0.625,0,3,0.73,0.0,0.83,0.0,0.079625,2.56,0.4409684401634585,24.71
P_T2_h095_b050_e05,cumulative,100,0.95,0.5,0.05,0.105,0.0,1.0335195530726258,0,5,1.1340782122905029,0.0,1.1899441340782122,0.0,0.023875,0.06,0.44096116627067544,16.29
P_T2_h095_b050_e05,decay-90,100,0.95,0.5,0.05,0.09,0.0,0.35714285714285715,0,2,0.4010989010989011,0.0,0.42857142857142855,0.0,0.009500000000000001,0.03,0.4716144291004494,13.81
P_T2_h095_b050_e05,decay-95,100,0.95,0.5,0.05,0.09,0.0,0.36813186813186816,0,2,0.4340659340659341,0.0,0.532967032967033,0.0,0.010375,0.06,0.4687046958552311,13.88
P_T2_h095_b050_e05,decay-99,100,0.95,0.5,0.05,0.1,0.0,0.46111111111111114,0,3,0.5833333333333334,0.0,0.6888888888888889,0.0,0.012875000000000001,0.1,0.45525903675510615,14.07
P_T2_h095_b050_e05,sliding-w-10,100,0.95,0.5,0.05,0.015,0.0,0.6700507614213198,0,3,0.817258883248731,0.0,0.8883248730964467,0.0,0.019625,0.31,0.47252304597788536,15.99
P_T2_h095_b050_e05,sliding-w-20,100,0.95,0.5,0.05,0.075,0.0,0.972972972972973,0,5,1.054054054054054,0.0,1.0918918918918918,0.0,0.021875,0.07,0.47229216913148664,16.13
P_T2_h095_b050_e05,sliding-w-5,100,0.95,0.5,0.05,0.0,0.0,0.615,0,3,0.695,0.0,0.85,0.0,0.070125,2.38,0.4551448181245485,22.59
P_T2_h095_b080_e00,cumulative,100,0.95,0.8,0.0,0.03,0.0,2.8711340206185567,0,18,3.4896907216494846,0.0,3.8247422680412373,0.0,0.08425,0.39,0.41352464223288865,23.56
P_T2_h095_b080_e00,decay-90,100,0.95,0.8,0.0,0.025,0.0,2.01025641025641,0,12,2.123076923076923,0.0,2.169230769230769,0.0,0.04775,0.08,0.4481359301601757,20.55
P_T2_h095_b080_e00,decay-95,100,0.95,0.8,0.0,0.025,0.0,2.01025641025641,0,12,2.1333333333333333,0.0,2.1538461538461537,0.0,0.048125,0.07,0.448043968902006,20.58
P_T2_h095_b080_e00,decay-99,100,0.95,0.8,0.0,0.03,0.0,1.9742268041237114,0,12,2.134020618556701,0.0,2.1907216494845363,0.0,0.049874999999999996,0.09,0.43812193465027965,20.72
P_T2_h095_b080_e00,sliding-w-10,100,0.95,0.8,0.0,0.0,0.0,2.795,0,12,2.965,0.0,3.265,0.0,0.23149999999999998,3.26,0.4262739412442994,36.27
P_T2_h095_b080_e00,sliding-w-20,100,0.95,0.8,0.0,0.015,0.0,2.83248730964467,0,13,3.263959390862944,0.0,3.6142131979695433,0.0,0.08837500000000001,0.98,0.45320841099872966,23.89
P_T2_h095_b080_e00,sliding-w-5,100,0.95,0.8,0.0,0.0,0.0,3.455,1,13,3.725,0.0,4.005,0.0,0.5447500000000001,9.88,0.36762600181685684,62.68
P_T2_h095_b080_e02,cumulative,100,0.95,0.8,0.02,0.05,0.0,4.205263157894737,0,22,4.88421052631579,0.0,5.131578947368421,0.0,0.10949999999999999,0.39,0.4144805570104678,25.18
P_T2_h095_b080_e02,decay-90,100,0.95,0.8,0.02,0.045,0.0,1.8586387434554974,0,9,1.9947643979057592,0.0,2.225130890052356,0.0,0.054875,0.35,0.4547280775289625,20.24
P_T2_h095_b080_e02,decay-95,100,0.95,0.8,0.02,0.05,0.0,1.605263157894737,0,9,1.7421052631578948,0.0,2.221052631578947,0.0,0.052125000000000005,0.31,0.4552144750407623,20.04
P_T2_h095_b080_e02,decay-99,100,0.95,0.8,0.02,0.05,0.0,1.768421052631579,0,9,1.9210526315789473,0.0,2.4263157894736844,0.0,0.056749999999999995,0.33,0.44097614223359705,20.41
P_T2_h095_b080_e02,sliding-w-10,100,0.95,0.8,0.02,0.0,0.0,2.635,0,11,2.99,0.0,3.345,0.0,0.2225,3.44,0.4395304236072166,34.86
P_T2_h095_b080_e02,sliding-w-20,100,0.95,0.8,0.02,0.005,0.005025125628140704,4.126262626262626,0,15,4.847715736040609,0.010050251256281407,4.9847715736040605,0.010050251256281407,0.126375,1.48,0.4490947709337227,26.53
P_T2_h095_b080_e02,sliding-w-5,100,0.95,0.8,0.02,0.0,0.0,3.23,2,12,3.66,0.0,4.135,0.0,0.5425,10.02,0.3888733599811996,62.12
P_T2_h095_b080_e05,cumulative,100,0.95,0.8,0.05,0.075,0.0,3.5405405405405403,0,19,4.237837837837838,0.0,4.545945945945946,0.0,0.09849999999999999,0.5,0.42976050737409843,22.66
P_T2_h095_b080_e05,decay-90,100,0.95,0.8,0.05,0.045,0.0,2.2041884816753927,0,9,2.3664921465968587,0.0,2.680628272251309,0.0,0.0665,0.63,0.4626334647958479,18.55
P_T2_h095_b080_e05,decay-95,100,0.95,0.8,0.05,0.065,0.0,2.1390374331550803,0,9,2.3262032085561497,0.0,3.016042780748663,0.0,0.05575,0.45,0.4623460326721796,17.69
P_T2_h095_b080_e05,decay-99,100,0.95,0.8,0.05,0.075,0.0,1.7513513513513514,0,9,1.8918918918918919,0.0,2.7621621621621624,0.0,0.05925,0.41,0.44855387365813515,17.97
P_T2_h095_b080_e05,sliding-w-10,100,0.95,0.8,0.05,0.0,0.0,2.165,0,11,3.03,0.0,3.6,0.0,0.2275,4.41,0.44099628982738637,33.17
P_T2_h095_b080_e05,sliding-w-20,100,0.95,0.8,0.05,0.025,0.0,3.758974358974359,0,16,4.5487179487179485,0.0,4.902564102564103,0.0,0.145875,1.5,0.4554268984245126,26.45
P_T2_h095_b080_e05,sliding-w-5,100,0.95,0.8,0.05,0.0,0.0,2.545,1,10,3.05,0.0,3.465,0.0,0.4755,9.39,0.41060094464834124,55.4
P_T2_h098_b020_e00,cumulative,100,0.98,0.2,0.0,0.0,0.0,0.195,0,1,0.215,0.0,0.215,0.0,0.004375,0.02,0.3648368298368298,19.83
P_T2_h098_b020_e00,decay-90,100,0.98,0.2,0.0,0.0,0.0,0.195,0,1,0.195,0.0,0.195,0.0,0.004125,0.0,0.3788031274281274,19.81
P_T2_h098_b020_e00,decay-95,100,0.98,0.2,0.0,0.0,0.0,0.195,0,1,0.195,0.0,0.195,0.0,0.004125,0.0,0.37878238428238425,19.81
P_T2_h098_b020_e00,decay-99,100,0.98,0.2,0.0,0.0,0.0,0.195,0,1,0.195,0.0,0.195,0.0,0.004125,0.0,0.3776411505161505,19.81
P_T2_h098_b020_e00,sliding-w-10,100,0.98,0.2,0.0,0.0,0.0,0.23,0,1,0.23,0.0,0.23,0.0,0.004875000000000001,0.0,0.42678527666415333,20.07
P_T2_h098_b020_e00,sliding-w-20,100,0.98,0.2,0.0,0.0,0.0,0.195,0,1,0.205,0.0,0.205,0.0,0.00425,0.01,0.4306170899776701,19.82
P_T2_h098_b020_e00,sliding-w-5,100,0.98,0.2,0.0,0.0,0.0,0.24,0,1,0.24,0.0,0.24,0.0,0.005375,0.03,0.4214904512722288,20.28
P_T2_h098_b020_e02,cumulative,100,0.98,0.2,0.02,0.01,0.0,0.20202020202020202,0,1,0.20202020202020202,0.0,0.20202020202020202,0.0,0.004875000000000001,0.0,0.41016209422448147,18.35
P_T2_h098_b020_e02,decay-90,100,0.98,0.2,0.02,0.01,0.0,0.13636363636363635,0,1,0.13636363636363635,0.0,0.13636363636363635,0.0,0.0032500000000000003,0.0,0.4348205212632431,18.14
P_T2_h098_b020_e02,decay-95,100,0.98,0.2,0.02,0.01,0.0,0.13636363636363635,0,1,0.13636363636363635,0.0,0.13636363636363635,0.0,0.0032500000000000003,0.0,0.43502886951268105,18.14
P_T2_h098_b020_e02,decay-99,100,0.98,0.2,0.02,0.01,0.0,0.13636363636363635,0,1,0.13636363636363635,0.0,0.13636363636363635,0.0,0.0032500000000000003,0.0,0.42757055298932234,18.14
P_T2_h098_b020_e02,sliding-w-10,100,0.98,0.2,0.02,0.005,0.0,0.18090452261306533,0,1,0.18090452261306533,0.0,0.18090452261306533,0.0,0.004125,0.0,0.4554987695114783,19.12
P_T2_h098_b020_e02,sliding-w-20,100,0.98,0.2,0.02,0.01,0.0,0.18181818181818182,0,1,0.1919191919191919,0.0,0.1919191919191919,0.0,0.0045000000000000005,0.01,0.4591669592859231,18.32
P_T2_h098_b020_e02,sliding-w-5,100,0.98,0.2,0.02,0.0,0.0,0.22,0,1,0.24,0.0,0.24,0.0,0.006125,0.08,0.44659689080470416,20.15
P_T2_h098_b020_e05,cumulative,100,0.98,0.2,0.05,0.085,0.0,0.3770491803278688,0,2,0.40437158469945356,0.0,0.4262295081967213,0.0,0.008625,0.03,0.4329240286727651,15.96
P_T2_h098_b020_e05,decay-90,100,0.98,0.2,0.05,0.08,0.0,0.11413043478260869,0,1,0.11413043478260869,0.0,0.1358695652173913,0.0,0.0027500000000000003,0.01,0.46394828476844796,14.82
P_T2_h098_b020_e05,decay-95,100,0.98,0.2,0.05,0.08,0.0,0.11413043478260869,0,1,0.13043478260869565,0.0,0.15217391304347827,0.0,0.0028750000000000004,0.02,0.4626165939044322,14.83
P_T2_h098_b020_e05,decay-99,100,0.98,0.2,0.05,0.08,0.0,0.13043478260869565,0,1,0.13043478260869565,0.0,0.15217391304347827,0.0,0.003125,0.01,0.45183295085573677,14.85
P_T2_h098_b020_e05,sliding-w-10,100,0.98,0.2,0.05,0.015,0.0,0.2436548223350254,0,2,0.27918781725888325,0.0,0.27918781725888325,0.0,0.005875,0.03,0.470491620461655,16.74
P_T2_h098_b020_e05,sliding-w-20,100,0.98,0.2,0.05,0.08,0.0,0.3804347826086957,0,2,0.40217391304347827,0.0,0.42391304347826086,0.0,0.008625,0.03,0.4701163425773352,15.96
P_T2_h098_b020_e05,sliding-w-5,100,0.98,0.2,0.05,0.0,0.0,0.28,0,2,0.28,0.0,0.28,0.0,0.00775,0.08,0.4637539279127815,18.95
P_T2_h098_b050_e00,cumulative,100,0.98,0.5,0.0,0.02,0.0,0.5357142857142857,0,3,0.5357142857142857,0.0,0.5357142857142857,0.0,0.01225,0.0,0.37483205683205684,19.99
P_T2_h098_b050_e00,decay-90,100,0.98,0.5,0.0,0.02,0.0,0.5357142857142857,0,3,0.5357142857142857,0.0,0.5357142857142857,0.0,0.01225,0.0,0.38314933677433677,19.99
P_T2_h098_b050_e00,decay-95,100,0.98,0.5,0.0,0.02,0.0,0.5357142857142857,0,3,0.5357142857142857,0.0,0.5357142857142857,0.0,0.01225,0.0,0.38329294316794316,19.99
P_T2_h098_b050_e00,decay-99,100,0.98,0.5,0.0,0.02,0.0,0.5357142857142857,0,3,0.5357142857142857,0.0,0.5357142857142857,0.0,0.01225,0.0,0.3817783327783328,19.99
P_T2_h098_b050_e00,sliding-w-10,100,0.98,0.5,0.0,0.0,0.0,0.88,0,3,0.905,0.0,0.935,0.0,0.017625,0.08,0.4209443773960095,20.81
P_T2_h098_b050_e00,sliding-w-20,100,0.98,0.5,0.0,0.01,0.0,0.5404040404040404,0,3,0.5606060606060606,0.0,0.5606060606060606,0.0,0.012750000000000001,0.01,0.4267269280267799,20.03
P_T2_h098_b050_e00,sliding-w-5,100,0.98,0.5,0.0,0.0,0.0,0.775,0,3,0.785,0.0,0.785,0.0,0.07,2.25,0.3824505349452859,25.45
P_T2_h098_b050_e02,cumulative,100,0.98,0.5,0.02,0.04,0.0,0.5833333333333334,0,3,0.625,0.0,0.625,0.0,0.013999999999999999,0.02,0.41040075408767357,19.02
P_T2_h098_b050_e02,decay-90,100,0.98,0.5,0.02,0.04,0.0,0.4322916666666667,0,2,0.4322916666666667,0.0,0.4322916666666667,0.0,0.010375,0.0,0.43647130362962744,18.72
P_T2_h098_b050_e02,decay-95,100,0.98,0.5,0.02,0.04,0.0,0.4322916666666667,0,2,0.4322916666666667,0.0,0.4322916666666667,0.0,0.010375,0.0,0.43646521453020143,18.72
P_T2_h098_b050_e02,decay-99,100,0.98,0.5,0.02,0.04,0.0,0.4322916666666667,0,2,0.4322916666666667,0.0,0.4322916666666667,0.0,0.010375,0.0,0.4279883858264697,18.72
P_T2_h098_b050_e02,sliding-w-10,100,0.98,0.5,0.02,0.005,0.0,0.5778894472361809,0,3,0.5879396984924623,0.0,0.5879396984924623,0.0,0.014625,0.07,0.4538363833228313,19.96
P_T2_h098_b050_e02,sliding-w-20,100,0.98,0.5,0.02,0.03,0.0,0.5051546391752577,0,3,0.5360824742268041,0.0,0.5670103092783505,0.0,0.012875000000000001,0.03,0.45881291615299113,18.93
P_T2_h098_b050_e02,sliding-w-5,100,0.98,0.5,0.02,0.0,0.0,0.755,0,3,0.765,0.0,0.85,0.0,0.072625,2.33,0.4181331711150357,25.32
P_T2_h098_b050_e05,cumulative,100,0.98,0.5,0.05,0.09,0.0,0.6758241758241759,0,4,0.7802197802197802,0.0,0.7802197802197802,0.0,0.016125,0.07,0.4329053390791789,16.46
P_T2_h098_b050_e05,decay-90,100,0.98,0.5,0.05,0.09,0.0,0.2857142857142857,0,2,0.3241758241758242,0.0,0.3241758241758242,0.0,0.006999999999999999,0.02,0.46288818910719653,14.92
P_T2_h098_b050_e05,decay-95,100,0.98,0.5,0.05,0.09,0.0,0.2857142857142857,0,2,0.3241758241758242,0.0,0.3241758241758242,0.0,0.006999999999999999,0.02,0.4629347879694043,14.92
P_T2_h098_b050_e05,decay-99,100,0.98,0.5,0.05,0.09,0.0,0.2857142857142857,0,2,0.3241758241758242,0.0,0.3241758241758242,0.0,0.006999999999999999,0.02,0.4515665967002021,14.92
P_T2_h098_b050_e05,sliding-w-10,100,0.98,0.5,0.05,0.015,0.0,0.45685279187817257,0,3,0.48223350253807107,0.0,0.5126903553299492,0.0,0.01425,0.13,0.46829843336404614,17.52
P_T2_h098_b050_e05,sliding-w-20,100,0.98,0.5,0.05,0.055,0.0,0.7142857142857143,0,4,0.8941798941798942,0.0,0.8941798941798942,0.0,0.017375,0.11,0.46801496447867413,16.56
P_T2_h098_b050_e05,sliding-w-5,100,0.98,0.5,0.05,0.0,0.0,0.665,0,3,0.705,0.0,0.785,0.0,0.073,2.41,0.44384789134602876,24.44
P_T2_h098_b080_e00,cumulative,100,0.98,0.8,0.0,0.025,0.0,2.6615384615384614,0,10,2.8,0.0,2.8,0.0,0.059375,0.03,0.3724575702075702,23.66
P_T2_h098_b080_e00,decay-90,100,0.98,0.8,0.0,0.025,0.0,2.646153846153846,0,10,2.646153846153846,0.0,2.646153846153846,0.0,0.054375,0.0,0.3811051587301587,23.26
P_T2_h098_b080_e00,decay-95,100,0.98,0.8,0.0,0.025,0.0,2.646153846153846,0,10,2.646153846153846,0.0,2.646153846153846,0.0,0.054375,0.0,0.38102478077478075,23.26
P_T2_h098_b080_e00,decay-99,100,0.98,0.8,0.0,0.025,0.0,2.646153846153846,0,10,2.646153846153846,0.0,2.646153846153846,0.0,0.054375,0.0,0.3808966727716728,23.26
P_T2_h098_b080_e00,sliding-w-10,100,0.98,0.8,0.0,0.0,0.0,3.41,2,13,3.47,0.0,3.535,0.0,0.244875,3.16,0.3674838347969958,39.03
P_T2_h098_b080_e00,sliding-w-20,100,0.98,0.8,0.0,0.01,0.0,2.6818181818181817,0,10,2.888888888888889,0.0,3.0303030303030303,0.0,0.074375,0.33,0.417723606390348,24.86
P_T2_h098_b080_e00,sliding-w-5,100,0.98,0.8,0.0,0.0,0.0,3.68,2,13,3.725,0.0,3.905,0.0,0.5736249999999999,10.14,0.308373895314608,65.71
P_T2_h098_b080_e02,cumulative,100,0.98,0.8,0.02,0.015,0.0,1.9746192893401016,0,11,2.2944162436548226,0.0,2.401015228426396,0.0,0.05475000000000001,0.22,0.40787609851019296,21.79
P_T2_h098_b080_e02,decay-90,100,0.98,0.8,0.02,0.015,0.0,1.6852791878172588,0,10,1.6852791878172588,0.0,1.6852791878172588,0.0,0.0415,0.07,0.43695382514353776,20.72
P_T2_h098_b080_e02,decay-95,100,0.98,0.8,0.02,0.015,0.0,1.6852791878172588,0,10,1.6852791878172588,0.0,1.6852791878172588,0.0,0.039375,0.07,0.4373643761007219,20.55
P_T2_h098_b080_e02,decay-99,100,0.98,0.8,0.02,0.015,0.0,1.6852791878172588,0,10,1.6852791878172588,0.0,1.6852791878172588,0.0,0.038125,0.04,0.42996202330072975,20.45
P_T2_h098_b080_e02,sliding-w-10,100,0.98,0.8,0.02,0.0,0.0,2.5,1,11,2.67,0.0,2.855,0.0,0.20525,2.82,0.4196105407996925,34.82
P_T2_h098_b080_e02,sliding-w-20,100,0.98,0.8,0.02,0.005,0.0,1.7236180904522613,0,10,1.8542713567839195,0.0,1.914572864321608,0.0,0.06425,0.49,0.45245906134266517,22.55
P_T2_h098_b080_e02,sliding-w-5,100,0.98,0.8,0.02,0.0,0.0,3.045,1,11,3.39,0.0,3.48,0.0,0.524875,9.78,0.35400349934032777,61.43
P_T2_h098_b080_e05,cumulative,100,0.98,0.8,0.05,0.045,0.0,2.612565445026178,0,13,2.884816753926702,0.0,3.1727748691099475,0.0,0.07275000000000001,0.3,0.42037902766986934,21.97
P_T2_h098_b080_e05,decay-90,100,0.98,0.8,0.05,0.045,0.0,1.2984293193717278,0,7,1.387434554973822,0.0,1.4764397905759161,0.0,0.045875000000000006,0.3,0.4560433323439013,19.2
P_T2_h098_b080_e05,decay-95,100,0.98,0.8,0.05,0.045,0.0,1.2984293193717278,0,7,1.3979057591623036,0.0,1.4397905759162304,0.0,0.041749999999999995,0.24,0.4562536337207267,18.87
P_T2_h098_b080_e05,decay-99,100,0.98,0.8,0.05,0.045,0.0,1.3141361256544504,0,7,1.4659685863874345,0.0,1.5078534031413613,0.0,0.041875,0.19,0.44278585739738135,18.88
P_T2_h098_b080_e05,sliding-w-10,100,0.98,0.8,0.05,0.0,0.0,2.235,0,10,2.435,0.0,2.5,0.0,0.1855,2.91,0.4432281254209712,31.99
P_T2_h098_b080_e05,sliding-w-20,100,0.98,0.8,0.05,0.03,0.0,2.3608247422680413,0,9,2.7577319587628866,0.0,2.7202072538860103,0.005154639175257732,0.09699999999999999,1.23,0.45342034494529626,23.91
P_T2_h098_b080_e05,sliding-w-5,100,0.98,0.8,0.05,0.0,0.0,2.39,1,10,2.7,0.0,2.87,0.0,0.48674999999999996,9.41,0.39061514190096636,57.71
P_T3_h095_b020_e00,cumulative,100,0.95,0.2,0.0,0.02,0.0,0.2602040816326531,0,1,0.29081632653061223,0.0,0.29081632653061223,0.0,0.01,0.01,0.39870018150232683,36.87
P_T3_h095_b020_e00,decay-90,100,0.95,0.2,0.0,0.01,0.0,0.06060606060606061,0,1,0.06060606060606061,0.0,0.06060606060606061,0.0,0.0024,0.0,0.4341902620451185,31.24
P_T3_h095_b020_e00,decay-95,100,0.95,0.2,0.0,0.02,0.0,0.04081632653061224,0,0,0.04081632653061224,0.0,0.04081632653061224,0.0,0.0016,0.0,0.4341244488560408,31.42
P_T3_h095_b020_e00,decay-99,100,0.95,0.2,0.0,0.02,0.0,0.07653061224489796,0,1,0.09693877551020408,0.0,0.09693877551020408,0.0,0.0034000000000000002,0.02,0.419507780816983,31.7
P_T3_h095_b020_e00,sliding-w-10,100,0.95,0.2,0.0,0.0,0.0,0.13,0,1,0.14,0.0,0.14,0.0,0.0048,0.01,0.4340496271701859,42.7
P_T3_h095_b020_e00,sliding-w-20,100,0.95,0.2,0.0,0.005,0.0,0.1658291457286432,0,1,0.1658291457286432,0.0,0.1658291457286432,0.0,0.0064,0.0,0.44045572892126067,36.45
P_T3_h095_b020_e00,sliding-w-5,100,0.95,0.2,0.0,0.0,0.0,0.175,0,1,0.19,0.0,0.19,0.0,0.0068000000000000005,0.03,0.4214651578743267,47.74
