seq,task_id,op,success,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,ipfs_add,true,31,1783269701075,149047,,true
2,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,signed_posttask,true,4,1783269701106,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
3,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,signed_postallocation,true,2,1783269701110,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
4,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,signed_post_evalsnapshot,true,2,1783269701112,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
5,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,signed_vote1,true,3,1783269701114,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
6,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,signed_vote2,true,2,1783269701117,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
7,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,signed_settlement,true,2,1783269701119,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
8,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,signed_query_latest,true,0,1783269701121,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
9,e6-lifecycle-20260705T164141.062634380Z-c1-real-warmup-0000,ipfs_verify,true,8,1783269701121,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
10,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,ipfs_add,true,59,1783269701135,293643,,false
11,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,signed_posttask,true,2,1783269701194,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
12,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,signed_postallocation,true,2,1783269701196,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
13,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,signed_post_evalsnapshot,true,2,1783269701198,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
14,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,signed_vote1,true,1,1783269701200,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
15,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,signed_vote2,true,1,1783269701201,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
16,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,signed_settlement,true,2,1783269701202,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
17,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,signed_query_latest,true,0,1783269701204,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
18,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0004,ipfs_verify,true,7,1783269701204,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
19,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,ipfs_add,true,25,1783269701212,234739,,false
20,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,signed_posttask,true,2,1783269701237,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
21,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,signed_postallocation,true,1,1783269701239,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
22,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,signed_post_evalsnapshot,true,2,1783269701240,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
23,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,signed_vote1,true,1,1783269701242,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
24,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,signed_vote2,true,2,1783269701243,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
25,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,signed_settlement,true,1,1783269701245,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
26,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,signed_query_latest,true,0,1783269701246,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
27,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0001,ipfs_verify,true,8,1783269701246,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
28,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0032,ipfs_add,true,24,1783269701254,23072,,false
29,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0032,signed_posttask,true,2,1783269701278,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
30,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0032,signed_postallocation,true,1,1783269701280,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
31,e6-lifecycle-20260705T164141.062634380Z-c1-real-task-0032,signed_post_evalsnapshot,true,2,1783269701281,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
