seq,task_id,op,success,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,ipfs_add,true,28,1783267996456,149047,,true
2,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,signed_posttask,true,3,1783267996484,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
3,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,signed_postallocation,true,2,1783267996487,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
4,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,signed_post_evalsnapshot,true,1,1783267996489,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
5,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,signed_vote1,true,1,1783267996490,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
6,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,signed_vote2,true,2,1783267996491,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
7,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,signed_settlement,true,1,1783267996493,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
8,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,signed_query_latest,true,0,1783267996494,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
9,e6-lifecycle-20260705T161316.439227781Z-c1-real-warmup-0000,ipfs_verify,true,7,1783267996494,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
10,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,ipfs_add,true,25,1783267996506,234739,,false
11,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,signed_posttask,true,2,1783267996531,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
12,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,signed_postallocation,true,2,1783267996533,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
13,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,signed_post_evalsnapshot,true,1,1783267996535,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
14,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,signed_vote1,true,2,1783267996536,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
15,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,signed_vote2,true,1,1783267996538,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
16,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,signed_settlement,true,1,1783267996539,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
17,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,signed_query_latest,true,0,1783267996540,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
18,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0001,ipfs_verify,true,7,1783267996540,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,false
19,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,ipfs_add,true,22,1783267996547,23072,,false
20,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,signed_posttask,true,2,1783267996569,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
21,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,signed_postallocation,true,2,1783267996571,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
22,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,signed_post_evalsnapshot,true,1,1783267996573,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
23,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,signed_vote1,true,2,1783267996574,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
24,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,signed_vote2,true,1,1783267996576,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
25,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,signed_settlement,true,1,1783267996577,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
26,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,signed_query_latest,true,0,1783267996578,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
27,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0032,ipfs_verify,true,6,1783267996578,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
28,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0011,ipfs_add,true,23,1783267996584,125609,,false
29,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0011,signed_posttask,true,2,1783267996607,0,QmTHn3qYSPnWBBYUo7rNBNq2KzBKqxqfi4C8yCnsj3E8Sm,false
30,e6-lifecycle-20260705T161316.439227781Z-c1-real-task-0011,signed_postallocation,true,1,1783267996609,0,QmTHn3qYSPnWBBYUo7rNBNq2KzBKqxqfi4C8yCnsj3E8Sm,false
