seq,task_id,op,success,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,ipfs_add,true,25,1783312763046,39654,,true
2,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,signed_posttask,true,2,1783312763071,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
3,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,signed_postallocation,true,2,1783312763073,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
4,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,signed_post_evalsnapshot,true,2,1783312763075,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
5,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,signed_vote1,true,1,1783312763077,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
6,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,signed_vote2,true,2,1783312763078,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
7,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,signed_settlement,true,1,1783312763080,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
8,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,signed_query_latest,true,0,1783312763081,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
9,e6-lifecycle-20260706T043923.032780612Z-c4-real-warmup-0000,ipfs_verify,true,7,1783312763081,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,true
10,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,ipfs_add,true,23,1783312763094,39654,,false
11,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,signed_posttask,true,4,1783312763117,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
12,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,signed_postallocation,true,2,1783312763121,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
13,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,signed_post_evalsnapshot,true,1,1783312763123,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
14,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,signed_vote1,true,1,1783312763124,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
15,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,signed_vote2,true,2,1783312763125,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
16,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,signed_settlement,true,1,1783312763127,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
17,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,signed_query_latest,true,0,1783312763128,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
18,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,ipfs_add,true,41,1783312763094,28019,,false
19,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0000,ipfs_verify,true,7,1783312763128,0,QmfEm5osjJUW5Q2LQcZ4kczYYJd1HFfsWG5T8DPQYfqVvq,false
20,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,signed_posttask,true,1,1783312763135,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
21,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,signed_postallocation,true,2,1783312763136,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
22,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,signed_post_evalsnapshot,true,1,1783312763138,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
23,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,signed_vote1,true,2,1783312763139,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
24,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,signed_vote2,true,2,1783312763141,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
25,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,signed_settlement,true,1,1783312763143,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
26,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,signed_query_latest,true,0,1783312763144,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
27,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0015,ipfs_verify,true,8,1783312763144,0,QmdHakWcoZUtqzivWNx9xFwWjxAoE5FKAmsj4H4C2ZRFXu,false
28,e6-lifecycle-20260706T043923.032780612Z-c4-real-task-0003,ipfs_add,true,60,1783312763094,58021,,false
