seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,ipfs_add,True,,27,1784132324485,149047,,True
2,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_post_task,True,,2486,1784132324512,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_post_allocation,True,,2518,1784132326998,0,,True
4,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_post_snapshot,True,,2526,1784132329516,0,,True
5,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_query_confirmation,True,,389,1784132332042,0,,True
6,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_vote_1,True,,2488,1784132332431,0,,True
7,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_vote_2,True,,2499,1784132334919,0,,True
8,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_settlement,True,,2478,1784132337418,0,,True
9,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,fabric_query_final,True,,1144,1784132339896,0,,True
10,e10-resource-c32-r1,e10-resource-c32-r1-warmup-0000,ipfs_verify,True,,8,1784132341040,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,e10-resource-c32-r1,e10-resource-c32-r1-task-0000,ipfs_add,True,,126,1784132341049,149047,,False
12,e10-resource-c32-r1,e10-resource-c32-r1-task-0009,ipfs_add,True,,136,1784132341060,100643,,False
13,e10-resource-c32-r1,e10-resource-c32-r1-task-0010,ipfs_add,True,,153,1784132341063,125535,,False
14,e10-resource-c32-r1,e10-resource-c32-r1-task-0008,ipfs_add,True,,174,1784132341061,125664,,False
15,e10-resource-c32-r1,e10-resource-c32-r1-task-0012,ipfs_add,True,,184,1784132341073,128260,,False
16,e10-resource-c32-r1,e10-resource-c32-r1-task-0015,ipfs_add,True,,192,1784132341084,126519,,False
17,e10-resource-c32-r1,e10-resource-c32-r1-task-0011,ipfs_add,True,,226,1784132341067,125609,,False
18,e10-resource-c32-r1,e10-resource-c32-r1-task-0013,ipfs_add,True,,237,1784132341074,151871,,False
19,e10-resource-c32-r1,e10-resource-c32-r1-task-0002,ipfs_add,True,,311,1784132341051,243506,,False
20,e10-resource-c32-r1,e10-resource-c32-r1-task-0020,ipfs_add,True,,287,1784132341103,138253,,False
21,e10-resource-c32-r1,e10-resource-c32-r1-task-0018,ipfs_add,True,,323,1784132341093,129894,,False
22,e10-resource-c32-r1,e10-resource-c32-r1-task-0016,ipfs_add,True,,351,1784132341087,142778,,False
23,e10-resource-c32-r1,e10-resource-c32-r1-task-0017,ipfs_add,True,,370,1784132341091,114439,,False
24,e10-resource-c32-r1,e10-resource-c32-r1-task-0001,ipfs_add,True,,436,1784132341050,234739,,False
25,e10-resource-c32-r1,e10-resource-c32-r1-task-0030,ipfs_add,True,,378,1784132341130,108995,,False
26,e10-resource-c32-r1,e10-resource-c32-r1-task-0003,ipfs_add,True,,484,1784132341053,227419,,False
27,e10-resource-c32-r1,e10-resource-c32-r1-task-0019,ipfs_add,True,,463,1784132341099,120895,,False
28,e10-resource-c32-r1,e10-resource-c32-r1-task-0029,ipfs_add,True,,463,1784132341123,125667,,False
29,e10-resource-c32-r1,e10-resource-c32-r1-task-0021,ipfs_add,True,,506,1784132341102,167835,,False
30,e10-resource-c32-r1,e10-resource-c32-r1-task-0005,ipfs_add,True,,605,1784132341055,243938,,False
31,e10-resource-c32-r1,e10-resource-c32-r1-task-0023,ipfs_add,True,,580,1784132341107,123878,,False
32,e10-resource-c32-r1,e10-resource-c32-r1-task-0026,ipfs_add,True,,612,1784132341116,129271,,False
33,e10-resource-c32-r1,e10-resource-c32-r1-task-0025,ipfs_add,True,,660,1784132341113,142370,,False
34,e10-resource-c32-r1,e10-resource-c32-r1-task-0028,ipfs_add,True,,707,1784132341120,147136,,False
35,e10-resource-c32-r1,e10-resource-c32-r1-task-0031,ipfs_add,True,,733,1784132341131,144412,,False
36,e10-resource-c32-r1,e10-resource-c32-r1-task-0004,ipfs_add,True,,869,1784132341053,293643,,False
37,e10-resource-c32-r1,e10-resource-c32-r1-task-0027,ipfs_add,True,,861,1784132341121,128170,,False
38,e10-resource-c32-r1,e10-resource-c32-r1-task-0022,ipfs_add,True,,910,1784132341109,131198,,False
39,e10-resource-c32-r1,e10-resource-c32-r1-task-0024,ipfs_add,True,,954,1784132341116,118546,,False
40,e10-resource-c32-r1,e10-resource-c32-r1-task-0014,ipfs_add,True,,996,1784132341081,128097,,False
41,e10-resource-c32-r1,e10-resource-c32-r1-task-0007,ipfs_add,True,,1022,1784132341058,208548,,False
42,e10-resource-c32-r1,e10-resource-c32-r1-task-0006,ipfs_add,True,,1027,1784132341058,252663,,False
43,e10-resource-c32-r1,e10-resource-c32-r1-task-0020,fabric_post_task,True,,740,1784132341390,138253,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,False
44,e10-resource-c32-r1,e10-resource-c32-r1-task-0015,fabric_post_task,True,,859,1784132341276,126519,QmXCxqvbVnqfsG2xgggHL4parfqkapTpYBpQaV9143YBQ8,False
45,e10-resource-c32-r1,e10-resource-c32-r1-task-0008,fabric_post_task,True,,901,1784132341235,125664,QmctbwpW2kxqcQhGGdzmH4uo5n3tYJGfu13qpeDrXZRiii,False
46,e10-resource-c32-r1,e10-resource-c32-r1-task-0012,fabric_post_task,True,,884,1784132341257,128260,QmYrJvdcnignaiN2UAt51vtqvmsQcMZrxiujbuHJZDprUU,False
47,e10-resource-c32-r1,e10-resource-c32-r1-task-0010,fabric_post_task,True,,930,1784132341216,125535,QmNfQ8SHKYarJCLeUyLykV2FdwKZ55b4bPhBedRxjc24Ek,False
48,e10-resource-c32-r1,e10-resource-c32-r1-task-0013,fabric_post_task,True,,836,1784132341311,151871,QmNRgTfuNkzSkqGTAY9EcXMRjjYdFxgz2w2aGjfqaVVpfH,False
49,e10-resource-c32-r1,e10-resource-c32-r1-task-0002,fabric_post_task,True,,788,1784132341362,243506,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
50,e10-resource-c32-r1,e10-resource-c32-r1-task-0018,fabric_post_task,True,,744,1784132341416,129894,QmZfdgwPHySZ2ZRXyCCgnc1H5xpvJGfLQ6V6d3KLY8BHUC,False
51,e10-resource-c32-r1,e10-resource-c32-r1-task-0016,fabric_post_task,True,,727,1784132341438,142778,QmREfr2bCUdHenUxeeMkgHAfkk2dchDpVXhBqQZDCVdGX1,False
