seq,task_id,op,success,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,ipfs_add,true,33,1783312849008,179753,,true
2,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,signed_posttask,true,2,1783312849041,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
3,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,signed_postallocation,true,1,1783312849043,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
4,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,signed_post_evalsnapshot,true,2,1783312849044,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
5,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,signed_vote1,true,1,1783312849046,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
6,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,signed_vote2,true,1,1783312849047,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
7,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,signed_settlement,true,1,1783312849048,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
8,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,signed_query_latest,true,0,1783312849049,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
9,e6-lifecycle-20260706T044048.993528543Z-c4-real-warmup-0000,ipfs_verify,true,7,1783312849049,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,true
10,e6-lifecycle-20260706T044048.993528543Z-c4-real-task-0000,ipfs_add,true,29,1783312849062,179753,,false
11,e6-lifecycle-20260706T044048.993528543Z-c4-real-task-0000,signed_posttask,true,3,1783312849091,0,QmZWeoNa4p2UHZojz7sGR6ZMpg28c83W6888nfSLG7GPvx,false
