seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,ipfs_add,True,,83,1784131022882,149047,,True
2,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_post_task,True,,2586,1784131022965,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_post_allocation,True,,2597,1784131025551,0,,True
4,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_post_snapshot,True,,2587,1784131028148,0,,True
5,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_query_confirmation,True,,464,1784131030735,0,,True
6,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_vote_1,True,,2528,1784131031199,0,,True
7,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_vote_2,True,,2555,1784131033727,0,,True
8,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_settlement,True,,2565,1784131036282,0,,True
9,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,fabric_query_final,True,,1454,1784131038847,0,,True
10,e10-resource-c1-r3,e10-resource-c1-r3-warmup-0000,ipfs_verify,True,,13,1784131040301,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,ipfs_add,True,,114,1784131040316,149047,,False
12,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_post_task,True,,2600,1784131040430,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
13,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_post_allocation,True,,2599,1784131043030,0,,False
14,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_post_snapshot,True,,2545,1784131045629,0,,False
15,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_query_confirmation,True,,461,1784131048174,0,,False
16,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_vote_1,True,,2564,1784131048635,0,,False
17,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_vote_2,True,,2558,1784131051199,0,,False
18,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_settlement,True,,2606,1784131053757,0,,False
19,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,fabric_query_final,True,,1347,1784131056363,0,,False
20,e10-resource-c1-r3,e10-resource-c1-r3-task-0000,ipfs_verify,True,,8,1784131057710,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
21,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,ipfs_add,True,,35,1784131057719,234739,,False
22,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_post_task,True,,2566,1784131057754,234739,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
23,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_post_allocation,True,,2642,1784131060320,0,,False
24,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_post_snapshot,True,,2609,1784131062962,0,,False
25,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_query_confirmation,True,,451,1784131065571,0,,False
26,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_vote_1,True,,2535,1784131066022,0,,False
27,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_vote_2,True,,2557,1784131068557,0,,False
28,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_settlement,True,,2593,1784131071114,0,,False
29,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,fabric_query_final,True,,1336,1784131073707,0,,False
30,e10-resource-c1-r3,e10-resource-c1-r3-task-0001,ipfs_verify,True,,8,1784131075043,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
31,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,ipfs_add,True,,28,1784131075051,243506,,False
32,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_post_task,True,,2562,1784131075079,243506,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
33,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_post_allocation,True,,2583,1784131077641,0,,False
34,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_post_snapshot,True,,2599,1784131080224,0,,False
35,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_query_confirmation,True,,474,1784131082823,0,,False
36,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_vote_1,True,,2690,1784131083297,0,,False
37,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_vote_2,True,,2553,1784131085987,0,,False
38,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_settlement,True,,2590,1784131088540,0,,False
39,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,fabric_query_final,True,,1353,1784131091130,0,,False
40,e10-resource-c1-r3,e10-resource-c1-r3-task-0002,ipfs_verify,True,,9,1784131092483,0,QmU3U9h9muSPZBc7BsiUCPuhCQkGouMwQZkMrRRDKeUnBs,False
41,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,ipfs_add,True,,32,1784131092492,227419,,False
42,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_post_task,True,,2557,1784131092524,227419,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
43,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_post_allocation,True,,2621,1784131095081,0,,False
44,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_post_snapshot,True,,2576,1784131097702,0,,False
45,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_query_confirmation,True,,444,1784131100278,0,,False
46,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_vote_1,True,,2559,1784131100722,0,,False
47,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_vote_2,True,,2549,1784131103281,0,,False
48,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_settlement,True,,2568,1784131105830,0,,False
49,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,fabric_query_final,True,,1316,1784131108398,0,,False
50,e10-resource-c1-r3,e10-resource-c1-r3-task-0003,ipfs_verify,True,,10,1784131109714,0,QmWAoR4a7cqHhV4o9R3N8rDsjPcNcWMkHL8Z5WcS1mgxri,False
51,e10-resource-c1-r3,e10-resource-c1-r3-task-0004,ipfs_add,True,,36,1784131109725,293643,,False
