seq,run_id,task_id,op,success,error,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,ipfs_add,True,,29,1784130421817,149047,,True
2,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_post_task,True,,2554,1784130421846,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
3,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_post_allocation,True,,2620,1784130424400,0,,True
4,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_post_snapshot,True,,2556,1784130427020,0,,True
5,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_query_confirmation,True,,445,1784130429576,0,,True
6,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_vote_1,True,,2561,1784130430021,0,,True
7,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_vote_2,True,,2550,1784130432582,0,,True
8,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_settlement,True,,2620,1784130435132,0,,True
9,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,fabric_query_final,True,,1476,1784130437752,0,,True
10,e10-resource-c1-r2,e10-resource-c1-r2-warmup-0000,ipfs_verify,True,,11,1784130439228,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,True
11,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,ipfs_add,True,,55,1784130439241,149047,,False
12,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_post_task,True,,2755,1784130439296,149047,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
13,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_post_allocation,True,,2605,1784130442051,0,,False
14,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_post_snapshot,True,,2569,1784130444657,0,,False
15,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_query_confirmation,True,,437,1784130447226,0,,False
16,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_vote_1,True,,2570,1784130447663,0,,False
17,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_vote_2,True,,2570,1784130450233,0,,False
18,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_settlement,True,,2629,1784130452803,0,,False
19,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,fabric_query_final,True,,1392,1784130455432,0,,False
20,e10-resource-c1-r2,e10-resource-c1-r2-task-0000,ipfs_verify,True,,8,1784130456824,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,False
21,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,ipfs_add,True,,37,1784130456833,234739,,False
22,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_post_task,True,,2562,1784130456870,234739,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
23,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_post_allocation,True,,2647,1784130459432,0,,False
24,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_post_snapshot,True,,2572,1784130462079,0,,False
25,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_query_confirmation,True,,655,1784130464651,0,,False
26,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_vote_1,True,,2578,1784130465306,0,,False
27,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_vote_2,True,,2587,1784130467884,0,,False
28,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_settlement,True,,2612,1784130470471,0,,False
29,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,fabric_query_final,True,,1385,1784130473083,0,,False
30,e10-resource-c1-r2,e10-resource-c1-r2-task-0001,ipfs_verify,True,,9,1784130474468,0,Qma1RJpxavhCKsK5WfCyMQHBPby5KyZC1zpvvM2W6Z2QQm,False
31,e10-resource-c1-r2,e10-resource-c1-r2-task-0002,ipfs_add,True,,41,1784130474477,243506,,False
