seq,task_id,op,success,latency_ms,started_at_ms,bytes_sent,cid,warmup
1,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,ipfs_add,true,33,1783268745592,149047,,true
2,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,signed_posttask,true,5,1783268745625,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
3,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,signed_postallocation,true,1,1783268745630,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
4,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,signed_post_evalsnapshot,true,2,1783268745631,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
5,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,signed_vote1,true,1,1783268745633,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
6,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,signed_vote2,true,2,1783268745634,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
7,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,signed_settlement,true,1,1783268745636,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
8,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,signed_query_latest,true,0,1783268745637,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
9,e6-lifecycle-20260705T162545.582686672Z-c8-real-warmup-0000,ipfs_verify,true,8,1783268745637,0,QmTk9gWSNh7mPp2arVdFSEctXnM51KLoKAHU7hg86d6nqA,true
10,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,ipfs_add,true,28,1783268745651,23072,,false
11,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,signed_posttask,true,3,1783268745679,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
12,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,signed_postallocation,true,2,1783268745682,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
13,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,signed_post_evalsnapshot,true,2,1783268745684,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
14,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,signed_vote1,true,2,1783268745686,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
15,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,signed_vote2,true,1,1783268745688,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
16,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,signed_settlement,true,2,1783268745689,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
17,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,signed_query_latest,true,0,1783268745691,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
18,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,ipfs_add,true,45,1783268745652,138253,,false
19,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0032,ipfs_verify,true,6,1783268745691,0,QmZWiojDjA3sCUgDBnTU4coQRAZGMMKRA6VhFJsScU28nX,false
20,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,signed_posttask,true,2,1783268745697,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
21,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,signed_postallocation,true,2,1783268745699,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
22,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,signed_post_evalsnapshot,true,1,1783268745701,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
23,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,signed_vote1,true,2,1783268745702,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
24,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,signed_vote2,true,2,1783268745704,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
25,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,signed_settlement,true,2,1783268745706,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
26,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,signed_query_latest,true,0,1783268745708,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
27,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0020,ipfs_verify,true,7,1783268745708,0,QmcFmVy7dGoGjJAxFrxsWH1HT7XiZc5bjgbeyFUUDsSZui,false
28,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,ipfs_add,true,65,1783268745651,252663,,false
29,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,signed_posttask,true,2,1783268745716,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
30,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,signed_postallocation,true,2,1783268745718,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
31,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,signed_post_evalsnapshot,true,1,1783268745720,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
32,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,signed_vote1,true,2,1783268745721,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
33,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,signed_vote2,true,2,1783268745723,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
34,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,signed_settlement,true,1,1783268745725,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
35,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,signed_query_latest,true,0,1783268745726,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
36,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0006,ipfs_verify,true,7,1783268745726,0,QmYZRdAoUuiXfb85BrW8eNcGqiM29LZbVnnv73faj47XUR,false
37,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0004,ipfs_add,true,81,1783268745652,293643,,false
38,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0004,signed_posttask,true,3,1783268745733,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
39,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0004,signed_postallocation,true,1,1783268745736,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
40,e6-lifecycle-20260705T162545.582686672Z-c8-real-task-0004,signed_post_evalsnapshot,true,2,1783268745737,0,QmfTn2wEWKDdRnBVTP2EGggc2fLS2zysR49b3UxS8iRGQd,false
